"sequence","Network_annotation","EggNOG_annotation"
"isogroup26063","isogroup26063|skyblue kME=0.32|Associations:(R2=-0.38) response duration to acoustic stimulus.","signal sequence receptor, alpha"
"isogroup26068","isogroup26068|darkorange kME=0.33|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.","Chromosome 1 open reading frame 216"
"isogroup26069","isogroup26069|darkred kME=0.31|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.","zinc finger, FYVE domain containing 19"
"isogroup26073","isogroup26073|darkred kME=0.46|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup26081","isogroup26081|brown kME=0.37|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.",NA
"isogroup26083","isogroup26083|blue kME=0.4|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.",NA
"isogroup26084","isogroup26084|darkgreen kME=0.47|Associations:(R2=+0.43) time to max acceleration in response to acoustic stimulus; (R2=-0.37) mean meandering in response to visual stimulus; (R2=-0.33) response duration to acoustic stimulus; (R2=-0.47) max speed in response to acoustic stimulus.","Ras association (RalGDS AF-6) and pleckstrin homology domains 1"
"isogroup26088","isogroup26088|red kME=0.31|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.",NA
"isogroup26089","isogroup26089|red kME=0.28|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.","ubiquitin-conjugating enzyme E2T"
"isogroup26095","isogroup26095|darkred kME=0.27|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.","phosphatidylinositol glycan anchor biosynthesis, class V"
"isogroup26098","isogroup26098|cyan kME=0.43|Associations:(R2=+0.45) distance between visual stimulus and larva at response initiation; (R2=+0.32) mean speed in response to visual stimulus; (R2=+0.39) max acceleration in response to acoustic stimulus.","CHKB-CPT1B readthrough (non-protein coding)"
"isogroup26104","isogroup26104|darkred kME=0.26|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup26105","isogroup26105|green kME=0.46|Associations:(R2=+0.3) time to max acceleration in response to acoustic stimulus; (R2=-0.34) routine swimming distance traveled; (R2=-0.35) routine swimming mean speed.","presenilin enhancer 2 homolog (C. elegans)"
"isogroup26106","isogroup26106|darkred kME=0.34|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup26111","isogroup26111|skyblue kME=0.4|Associations:(R2=-0.38) response duration to acoustic stimulus.","peroxisomal biogenesis factor 12"
"isogroup26112","isogroup26112|brown kME=0.29|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.","Zinc finger protein"
"isogroup26120","isogroup26120|skyblue kME=0.43|Associations:(R2=-0.38) response duration to acoustic stimulus.",NA
"isogroup26125","isogroup26125|blue kME=0.36|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3"
"isogroup26129","isogroup26129|brown kME=0.33|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.",NA
"isogroup26136","isogroup26136|skyblue kME=0.44|Associations:(R2=-0.38) response duration to acoustic stimulus.","actin related protein 2 3 complex, subunit 2"
"isogroup26143","isogroup26143|green kME=0.3|Associations:(R2=+0.3) time to max acceleration in response to acoustic stimulus; (R2=-0.34) routine swimming distance traveled; (R2=-0.35) routine swimming mean speed.","small nuclear RNA activating complex, polypeptide 2, 45kDa"
"isogroup26148","isogroup26148|black kME=0.3|Associations:(R2=+0.69) time between assay and RNA collection; (R2=+0.29) mean speed in response to visual stimulus.","ATP-NAD kinase"
"isogroup26149","isogroup26149|blue kME=0.51|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","peptidyl-prolyl cis-trans isomerase"
"isogroup26153","isogroup26153|midnightblue kME=0.52|Associations:(R2=+0.42) mean meandering in response to visual stimulus; (R2=-0.32) time between assay and RNA collection.",NA
"isogroup26160","isogroup26160|darkgreen kME=0.72|Associations:(R2=+0.43) time to max acceleration in response to acoustic stimulus; (R2=-0.37) mean meandering in response to visual stimulus; (R2=-0.33) response duration to acoustic stimulus; (R2=-0.47) max speed in response to acoustic stimulus.","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity)"
"isogroup26161","isogroup26161|red kME=0.26|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.","guanine nucleotide binding protein (G protein), gamma 13"
"isogroup26165","isogroup26165|red kME=0.54|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.","solute carrier family 6, member 18"
"isogroup26174","isogroup26174|red kME=0.28|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.","epoxide hydrolase 1, microsomal (xenobiotic)"
"isogroup26175","isogroup26175|darkgreen kME=0.55|Associations:(R2=+0.43) time to max acceleration in response to acoustic stimulus; (R2=-0.37) mean meandering in response to visual stimulus; (R2=-0.33) response duration to acoustic stimulus; (R2=-0.47) max speed in response to acoustic stimulus.","suppressor of defective silencing 3 homolog (S. cerevisiae)"
"isogroup26176","isogroup26176|darkred kME=0.36|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup26177","isogroup26177|red kME=0.38|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.",NA
"isogroup26184","isogroup26184|skyblue kME=0.65|Associations:(R2=-0.38) response duration to acoustic stimulus.",NA
"isogroup26187","isogroup26187|darkorange kME=0.64|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.","CY"
"isogroup26188","isogroup26188|blue kME=0.42|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","PPIases accelerate the folding of proteins (By similarity)"
"isogroup26190","isogroup26190|darkgrey kME=0.56|Associations:(R2=+0.43) response latency; (R2=-0.41) time to max acceleration in response to acoustic stimulus.","WD repeat domain 1"
"isogroup26197","isogroup26197|ivory kME=0.58|Associations:(R2=+0.32) distance traveled in response to acoustic stimulus.","thioredoxin interacting protein"
"isogroup262","isogroup262|blue kME=0.41|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","S100 calcium binding protein P"
"isogroup26202","isogroup26202|blue kME=0.39|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","parvin, alpha"
"isogroup26203","isogroup26203|greenyellow kME=0.42|Associations:(R2=-0.47) distance traveled in response to visual stimulus.",NA
"isogroup26204","isogroup26204|cyan kME=0.45|Associations:(R2=+0.45) distance between visual stimulus and larva at response initiation; (R2=+0.32) mean speed in response to visual stimulus; (R2=+0.39) max acceleration in response to acoustic stimulus.",NA
"isogroup26210","isogroup26210|brown kME=0.32|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.","Pfam:DUF3448"
"isogroup26213","isogroup26213|red kME=0.33|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.","N-acetylated alpha-linked acidic dipeptidase-like 1"
"isogroup26215","isogroup26215|darkred kME=0.27|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup26217","isogroup26217|red kME=0.31|Associations:(R2=+0.34) time to max acceleration in response to acoustic stimulus; (R2=+0.3) response latency.",NA
"isogroup26218","isogroup26218|greenyellow kME=0.38|Associations:(R2=-0.47) distance traveled in response to visual stimulus.","basic transcription factor 3"
"isogroup2622","isogroup2622|green kME=0.29|Associations:(R2=+0.3) time to max acceleration in response to acoustic stimulus; (R2=-0.34) routine swimming distance traveled; (R2=-0.35) routine swimming mean speed.",NA
"isogroup26226","isogroup26226|darkred kME=0.28|Associations:(R2=+0.35) routine swimming distance traveled; (R2=+0.37) routine swimming mean speed; (R2=-0.36) time to max acceleration in response to acoustic stimulus.",NA
"isogroup26227","isogroup26227|black kME=0.39|Associations:(R2=+0.69) time between assay and RNA collection; (R2=+0.29) mean speed in response to visual stimulus.","coiled-coil domain containing 86"
"isogroup2623","isogroup2623|brown kME=0.56|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.",NA
"isogroup26236","isogroup26236|darkorange kME=0.3|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.","Metallophosphoesterase 1"
"isogroup26238","isogroup26238|saddlebrown kME=0.48|Associations:(R2=-0.28) distance between visual stimulus and larva at response initiation; (R2=-0.3) max speed in response to acoustic stimulus.","Calcium calmodulin-dependent protein kinase II inhibitor"
"isogroup26244","isogroup26244|brown kME=0.47|Associations:(R2=-0.71) time between assay and RNA collection; (R2=-0.54) response latency; (R2=-0.28) mean speed in response to visual stimulus.","splicing factor 3b, subunit 1, 155kDa"
"isogroup26245","isogroup26245|blue kME=0.29|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","Thioredoxin"
"isogroup26246","isogroup26246|black kME=0.55|Associations:(R2=+0.69) time between assay and RNA collection; (R2=+0.29) mean speed in response to visual stimulus.",NA
"isogroup26249","isogroup26249|green kME=0.5|Associations:(R2=+0.3) time to max acceleration in response to acoustic stimulus; (R2=-0.34) routine swimming distance traveled; (R2=-0.35) routine swimming mean speed.","family with sequence similarity 32, member A"
"isogroup26252","isogroup26252|greenyellow kME=0.42|Associations:(R2=-0.47) distance traveled in response to visual stimulus.","Putative phosphatase regulatory subunit"
"isogroup26253","isogroup26253|darkorange kME=0.36|Associations:(R2=+0.32) distance between visual stimulus and larva at response initiation; (R2=+0.33) distance traveled in response to visual stimulus; (R2=-0.31) routine swimming distance traveled; (R2=-0.31) routine swimming mean speed; (R2=-0.28) routine swimming mean meandering.","UBX domain protein 1"
"isogroup26254","isogroup26254|lightcyan1 kME=0.5|Associations:(R2=+0.28) response latency; (R2=+0.35) mean meandering in response to visual stimulus.","sperm associated antigen 1"
"isogroup26255","isogroup26255|darkgreen kME=0.39|Associations:(R2=+0.43) time to max acceleration in response to acoustic stimulus; (R2=-0.37) mean meandering in response to visual stimulus; (R2=-0.33) response duration to acoustic stimulus; (R2=-0.47) max speed in response to acoustic stimulus.","RAS"
"isogroup26260","isogroup26260|darkgreen kME=0.75|Associations:(R2=+0.43) time to max acceleration in response to acoustic stimulus; (R2=-0.37) mean meandering in response to visual stimulus; (R2=-0.33) response duration to acoustic stimulus; (R2=-0.47) max speed in response to acoustic stimulus.","tyrosine 3-monooxygenase tryptophan 5-monooxygenase activation protein, epsilon polypeptide"
"isogroup26262","isogroup26262|blue kME=0.52|Associations:(R2=+0.58) time between assay and RNA collection; (R2=+0.49) response latency.","GTPase activating protein (SH3 domain) binding protein 1"
